Data_Hora,IdTweet,Tweet,Candidato,Tweet_limpo,Sentimento_Final
2022-08-03 11:22:39+00:00,1554789843594625024,"@ThiagoResiste @LulaOficial Idiota, vc deve fazer parte de alguma gangue",Lula,"  idiota, vc deve fazer parte de alguma gangue",Neutro
2022-08-03 11:22:39+00:00,1554789843439345664,"@DouglasJustSan @APrimeiraVia Se o PSOL mantivesse firme em suas convicções poderia ser grande, mas como se vende em troca de cargos em um eventual governo Lula, tem a mesma moral sórdida e apodrecida do Centrão, o que Plínio de Arruda Sampaio e Heloísa Helena sempre repudiaram.",Lula,"  se o psol mantivesse firme em suas convicções poderia ser grande, mas como se vende em troca de cargos em um eventual governo lula, tem a mesma moral sórdida e apodrecida do centrão, o que plínio de arruda sampaio e heloísa helena sempre repudiaram.",Neutro
2022-08-03 11:22:39+00:00,1554789842873098241,"@nadiabambirra @ptbrasil @MarceloFreixo @alessandromolon @LulaOficial Observa a foto é vê que essa chapa estava pronta a muito tempo, tirou uma casquinha do palanque.",Lula,"     observa a foto é vê que essa chapa estava pronta a muito tempo, tirou uma casquinha do palanque.",Neutro
2022-08-03 11:22:37+00:00,1554789833217900544,@renancalheiros @LulaOficial Tu e teu compadre tem culpa no cartório.,Lula,  tu e teu compadre tem culpa no cartório.,Negativo
2022-08-03 11:22:37+00:00,1554789831334662152,@guimaraes13PT @LulaOficial https://t.co/cHIdHB0vDa,Lula,  ,Neutro
2022-08-03 11:22:36+00:00,1554789830088921090,"@LulaOficial Cala a boca LADRÃO, quanto morreram nas filas do SUS por falta do recursos que vc mandou roubou superfaturando obras, comprando políticos, comprando jornalistas ou mandando para seus amiguinhos nos países comunistas.
Vc é um câncer que vai ser extirpado! https://t.co/3wsgQvttbB",Lula," cala a boca ladrão, quanto morreram nas filas do sus por falta do recursos que vc mandou roubou superfaturando obras, comprando políticos, comprando jornalistas ou mandando para seus amiguinhos nos países comunistas.vc é um câncer que vai ser extirpado! ",Neutro
2022-08-03 11:22:34+00:00,1554789822337847296,"@LulaOficial @ricardostuckert kkkkkkkkkkkkkkkk, bela fake.",Lula,"  kkkkkkkkkkkkkkkk, bela fake.",Negativo
2022-08-03 11:22:34+00:00,1554789821238976514,"@LulaOficial e a QUADRILHA DOS TRABALHADORES destruíram o Brasil.

O país foi tomado de assalto pelo PT e o CHEFÃO MAFIOSO.",Lula, e a quadrilha dos trabalhadores destruíram o brasil.o país foi tomado de assalto pelo pt e o chefão mafioso.,Neutro
2022-08-03 11:22:34+00:00,1554789820333019137,"@LulaOficial Psiu!! ""Isso é Serio""!!",Lula," psiu!! ""isso é serio""!!",Neutro
2022-08-03 11:22:33+00:00,1554789817401196544,"@Ricardojotac @Metropoles @jairbolsonaro @LulaOficial Bolsonaro anda lado a lado com Costa Neto, Bob Jeff, Arruda, e tu quer fazer graça? Hahahah me poupe!",Lula,"    bolsonaro anda lado a lado com costa neto, bob jeff, arruda, e tu quer fazer graça? hahahah me poupe!",Neutro
2022-08-03 11:22:33+00:00,1554789815635398656,@luz_belinha @ThiagoResiste @LulaOficial https://t.co/O1904oSSKN,Lula,   ,Neutro
2022-08-03 11:22:32+00:00,1554789811025842176,"@LulaOficial Em 16 anos foi só enchendo os bolsos, agora quer fazer alguma coisa! Francamente, quanta hipocrisia!",Lula," em 16 anos foi só enchendo os bolsos, agora quer fazer alguma coisa! francamente, quanta hipocrisia!",Neutro
2022-08-03 11:22:31+00:00,1554789809608171522,@LulaOficial 🙄🙄🙄🙄🙄🙄,Lula, 🙄🙄🙄🙄🙄🙄,Neutro
2022-08-03 11:23:10+00:00,1554789970820333568,"Barroso é muito educado ao chamar o miliciano Bolsonaro de “mau perdedor”. Eu teria dito na lata: Bolsonaro, o criminoso é você, ladrão de dinheiro público, corrupto, mamador de cartão corporativo, incompetente e genocida.",Bolsonaro,"barroso é muito educado ao chamar o miliciano bolsonaro de “mau perdedor”. eu teria dito na lata: bolsonaro, o criminoso é você, ladrão de dinheiro público, corrupto, mamador de cartão corporativo, incompetente e genocida.",Neutro
2022-08-03 11:23:09+00:00,1554789969297801217,"“Lula es una persona que ya tiene 76 años, podría estar en su casa viviendo tranquilamente pero está atendiendo a un llamamiento del pueblo brasileño para construir nuestro país que fue destruido por dos gobiernos: uno golpista y el cripto fascista de Bolsonaro”📞@senadorhumberto",Bolsonaro,"“lula es una persona que ya tiene 76 años, podría estar en su casa viviendo tranquilamente pero está atendiendo a un llamamiento del pueblo brasileño para construir nuestro país que fue destruido por dos gobiernos: uno golpista y el cripto fascista de bolsonaro”📞",Neutro
2022-08-03 11:23:09+00:00,1554789966814875650,"@jairbolsonaro Está a caminho um novo golpe, uma nova facada  um novo riocentro https://t.co/5yWKyL7oeD",Bolsonaro," está a caminho um novo golpe, uma nova facada  um novo riocentro ",Neutro
2022-08-03 11:23:08+00:00,1554789963073572864,"@gugachacra Já sei: todas construídas durante o Governo Bolsonaro, né? Não, pq tudo começou a existir a partir de 2019. 
PCC com armas pesadas, desmatamento da Amazônia...",Bolsonaro," já sei: todas construídas durante o governo bolsonaro, né? não, pq tudo começou a existir a partir de 2019. pcc com armas pesadas, desmatamento da amazônia...",Neutro
2022-08-03 11:23:08+00:00,1554789962658332673,@MarcosMontesBR @jairbolsonaro https://t.co/dSseW4mpeT,Bolsonaro,  ,Neutro
2022-08-03 11:23:08+00:00,1554789962641555458,"“Reação de Bolsonaro é típica de criminosos”, afirma Chico Vigilante https://t.co/obpUNKfDCg https://t.co/JTAbX0yJ8J",Bolsonaro,"“reação de bolsonaro é típica de criminosos”, afirma chico vigilante  ",Neutro
2022-08-03 11:23:04+00:00,1554789947038736385,@AGazetaES @AmarildoCharges Bolsonaro ser preso e Lula presidente? esse é nível de torcida do jornaleco do nosso estado....#vergonhoso,Bolsonaro,  bolsonaro ser preso e lula presidente? esse é nível de torcida do jornaleco do nosso estado....,Neutro
2022-08-03 11:23:03+00:00,1554789942034825218,"@CarlosBolsonaro 
Bom dia. Tudo bem? Vc tem como passar o programa de governo do Bolsonaro e equipe para 2022/2026?
Grato
Brasil acima de tudo Deus acima de todos",Bolsonaro, bom dia. tudo bem? vc tem como passar o programa de governo do bolsonaro e equipe para 2022/2026?gratobrasil acima de tudo deus acima de todos,Neutro
2022-08-03 11:23:01+00:00,1554789935223373824,"@Claudio95693499 @RagazziSodre @Lojas_Renner @jairbolsonaro É porae
Segue de volta",Bolsonaro,    é poraesegue de volta,Neutro
2022-08-03 11:23:00+00:00,1554789930680950785,eu acho que se bolsonaro fosse preso eu nao reclamaria mais de nada esse ano,Bolsonaro,eu acho que se bolsonaro fosse preso eu nao reclamaria mais de nada esse ano,Neutro
2022-08-03 11:23:00+00:00,1554789928587988992,#VamosBrasil @jairbolsonaro https://t.co/9uIwuCWt2u,Bolsonaro,  ,Neutro
2022-08-03 11:22:58+00:00,1554789922116091911,"@fabio_pmw @brom_elisa @jairbolsonaro No Maranhao?
Zero chance.
Aqui é Lula disparado 78%.",Bolsonaro,   no maranhao?zero chance.aqui é lula disparado 78%.,Negativo
2022-08-03 11:22:58+00:00,1554789919423340546,@Metropoles @jairbolsonaro @LulaOficial carteira de habilitação de 5 pra 10 anos kkkkkkkkkkkkkkkkk,Bolsonaro,   carteira de habilitação de 5 pra 10 anos kkkkkkkkkkkkkkkkk,Neutro
2022-08-03 11:22:57+00:00,1554789916122431490,"53%! Bozo tem 55%
Ciro só não desiste porque o espírito democrático e o bom- senso foram substituídos pelo rancor biliar.

Rejeição de Ciro Gomes é semelhante a de Bolsonaro https://t.co/shMdoIEjkS",Bolsonaro,53%! bozo tem 55%ciro só não desiste porque o espírito democrático e o bom- senso foram substituídos pelo rancor biliar.rejeição de ciro gomes é semelhante a de bolsonaro ,Neutro
2022-08-03 11:22:57+00:00,1554789915044597765,@jairbolsonaro Inaugurar obra dos outros é muito fácil! Diga aí “presidente” um grande obra do seu governo! Ah não vale dizer que tem bandeira do Brasil em todo canto kkkkkkkkk,Bolsonaro, inaugurar obra dos outros é muito fácil! diga aí “presidente” um grande obra do seu governo! ah não vale dizer que tem bandeira do brasil em todo canto kkkkkkkkk,Neutro
2022-08-03 11:22:56+00:00,1554789914507624448,@CarlosBolsonaro @elisetedaros2 @jairbolsonaro Essa é a verdade,Bolsonaro,   essa é a verdade,Neutro
2022-08-03 11:22:55+00:00,1554789907255672832,"@Eulavomeucarv Fala não, pensa num voto perdido, foi o qe dei a Bolsonaro em 2018. Se eu soubesse q ia ser essa tragédia n tinha votado no safado.",Bolsonaro," fala não, pensa num voto perdido, foi o qe dei a bolsonaro em 2018. se eu soubesse q ia ser essa tragédia n tinha votado no safado.",Negativo
2022-08-03 11:22:53+00:00,1554789899202592768,@jairbolsonaro Que Deus nos livre de você.,Bolsonaro, que deus nos livre de você.,Neutro
2022-08-03 11:22:52+00:00,1554789896576966657,@jairbolsonaro https://t.co/UdWjbDgVU1,Bolsonaro, ,Neutro
2022-08-03 11:22:51+00:00,1554789893179674625,"Bolsonaro é o melhor presidente da História, MAS chama muito palavrão! https://t.co/ID7TNsAFDi",Bolsonaro,"bolsonaro é o melhor presidente da história, mas chama muito palavrão! ",Neutro
2022-08-03 11:22:51+00:00,1554789891686498304,@Clevers04087211 @LucianoHangBr Vdd é culpa do Bolsonaro ele diminuiu drasticamente a corrupção dos governos anteriores,Bolsonaro,  vdd é culpa do bolsonaro ele diminuiu drasticamente a corrupção dos governos anteriores,Neutro
2022-08-03 11:22:51+00:00,1554789890499420161,"@ricardostuckert @LulaOficial Se não fosse o Bolsonaro 22, ela estaria sem água até agora. O PT usava a seca do nordeste pra iludir o povo.",Bolsonaro,"  se não fosse o bolsonaro 22, ela estaria sem água até agora. o pt usava a seca do nordeste pra iludir o povo.",Neutro
2022-08-03 11:22:50+00:00,1554789886300983297,"@Motioquero @Estadao @EstadaoPolitica Kkkkkkkkkkk. Por isso que vc apoia o Bolsonaro então. Combo Eduardo cunha, Fernando collor. Waldemar presidente do PP. todos que já foram condenados pela justiça e um sofreu impeachment.",Bolsonaro,"   kkkkkkkkkkk. por isso que vc apoia o bolsonaro então. combo eduardo cunha, fernando collor. waldemar presidente do pp. todos que já foram condenados pela justiça e um sofreu impeachment.",Neutro
2022-08-03 11:22:49+00:00,1554789881603293185,"@nilobento @VEJA @radaronline A pesquisa desse instituto a um mês atrás mostrava bolsonaro com 31, um mês depois ele tem agora 32. Nossa, ele vai Subir mais de 12 pontos até outubro e lula vai cair 12? Kkkkkkkkkkkkkkkkk. Vai ser a primeira vez em toda história da eleição se isso acontecer",Bolsonaro,"   a pesquisa desse instituto a um mês atrás mostrava bolsonaro com 31, um mês depois ele tem agora 32. nossa, ele vai subir mais de 12 pontos até outubro e lula vai cair 12? kkkkkkkkkkkkkkkkk. vai ser a primeira vez em toda história da eleição se isso acontecer",Neutro
2022-08-03 11:22:48+00:00,1554789881469075457,@oLucaslm @pinktragic @jairbolsonaro passa por lavagem cerebral,Bolsonaro,   passa por lavagem cerebral,Neutro
2022-08-03 11:22:48+00:00,1554789881410371584,@jairbolsonaro Cara vc é vergonha mundial e quer falar de outros países seu COMÉDIA!!!!!,Bolsonaro, cara vc é vergonha mundial e quer falar de outros países seu comédia!!!!!,Neutro
2022-08-03 11:22:48+00:00,1554789880231870469,@JoaoeduardoBen1 @jairbolsonaro alguem precisa hablar,Bolsonaro,  alguem precisa hablar,Neutro
2022-08-03 11:22:48+00:00,1554789879950839810,@jairbolsonaro Realmente estão dispostos a fazer isso.Os Brasileiros precisam levar isso a sério.Esquerda Nunca Mais,Bolsonaro, realmente estão dispostos a fazer isso.os brasileiros precisam levar isso a sério.esquerda nunca mais,Neutro
2022-08-03 11:22:47+00:00,1554789876436029441,"@folha 4) Inventar teorias da conspiração contra a direita; 
5) partir para o desespero quando Bolsonaro liderar nas urnas o primeiro;
6) Fazer tudo para incriminar o presidente; 
7) ajudar e forçar a eleição de um condenado. 

E dizem que isso é democracia.",Bolsonaro, 4) inventar teorias da conspiração contra a direita; 5) partir para o desespero quando bolsonaro liderar nas urnas o primeiro;6) fazer tudo para incriminar o presidente; 7) ajudar e forçar a eleição de um condenado. e dizem que isso é democracia.,Neutro
2022-08-03 11:22:47+00:00,1554789874695389184,"Enquanto a diferença entre @LulaOficial e #Bolsonaro cai, a exemplo da pesquisa do DataFolha, o PT/RJ retira o apoio a candidatura de @MarceloFreixo no Rio de Janeiro, berço político do presidente. O @ptbrasil, principal força política da oposição, precisa resolver essa situação. https://t.co/NYEwZYYlFY",Bolsonaro,"enquanto a diferença entre  e  cai, a exemplo da pesquisa do datafolha, o pt/rj retira o apoio a candidatura de  no rio de janeiro, berço político do presidente. o  principal força política da oposição, precisa resolver essa situação. ",Negativo
2022-08-03 11:22:46+00:00,1554789870085836801,@pinktragic @JailtonBSantos3 @jairbolsonaro E vc já viu bolsominion inteligente? KKK https://t.co/F9b0FOCgdi,Bolsonaro,   e vc já viu bolsominion inteligente? kkk ,Neutro
2022-08-03 11:22:45+00:00,1554789866159882241,"@BlogdoNoblat @BrenoGaspar23 Também aconteceu no caso do acesso dos assassinos de Marielle no condomínio que Bolsonaro mora. O filho Carluxo filmou a si mesmo acessando os dados do condomínio. Logo em seguida saiu uma versão de que o porteiro havia ""inventado"" dados. Tudo isso sem estardalhaço.",Bolsonaro,"  também aconteceu no caso do acesso dos assassinos de marielle no condomínio que bolsonaro mora. o filho carluxo filmou a si mesmo acessando os dados do condomínio. logo em seguida saiu uma versão de que o porteiro havia ""inventado"" dados. tudo isso sem estardalhaço.",Negativo
2022-08-03 11:22:45+00:00,1554789865652469765,"🤩60 DIAS🤩 
@LulaOficial 
#LulaNo1ºTurno 
Bolsonaro e militares planejam um “Reichstag brasileiro” para incendiar o país https://t.co/YNZqAFwshU",Bolsonaro,🤩60 dias🤩   bolsonaro e militares planejam um “reichstag brasileiro” para incendiar o país ,Neutro
2022-08-03 11:22:44+00:00,1554789864075403267,"tô com medo das eleições desse ano, o Brasil parece dividido entre Bolsonaro e Lula 😣",Bolsonaro,"tô com medo das eleições desse ano, o brasil parece dividido entre bolsonaro e lula 😣",Neutro
2022-08-03 11:22:44+00:00,1554789863366467585,"@radardamidia @jairbolsonaro se fosse este um pais serio,Bozolao psicopata jaestaria encarcerado!!!",Bolsonaro,"  se fosse este um pais serio,bozolao psicopata jaestaria encarcerado!!!",Neutro
2022-08-03 11:22:43+00:00,1554789858727575552,@jairbolsonaro Obrigado PT 🎉🎊🎊🎉🎉🎉🎉🎉🎊🎊🎉🎉🎉🎊🎉 obrigado Lula 🎊🎊🎊🎊🎊 obrigado Dilma 🎉🎉🎉🎉🎉🎊🎉🎉🎉🎉🎉🎉🎉,Bolsonaro, obrigado pt 🎉🎊🎊🎉🎉🎉🎉🎉🎊🎊🎉🎉🎉🎊🎉 obrigado lula 🎊🎊🎊🎊🎊 obrigado dilma 🎉🎉🎉🎉🎉🎊🎉🎉🎉🎉🎉🎉🎉,Neutro
2022-08-03 11:22:42+00:00,1554789852251852800,GENIAL/QUAEST: Diferença entre Lula e Bolsonaro cai para 12 pontos https://t.co/QzDPwWluiW https://t.co/N0yJbwbyZ1,Bolsonaro,genial/quaest: diferença entre lula e bolsonaro cai para 12 pontos  ,Positivo
2022-08-03 11:22:40+00:00,1554789846140551168,@bibonunes1 @jairbolsonaro Chora urubu 😂😂,Bolsonaro,  chora urubu 😂😂,Neutro
2022-08-03 11:22:39+00:00,1554789841203855360,"@jairbolsonaro O incompetente não cuida nem do próprio país e quer dar pitaco na casa dos outros. A pobreza, fome e desemprego estão é bem aqui no Brasil. Mas, tem que ser muito corno mesmo, viu.",Bolsonaro," o incompetente não cuida nem do próprio país e quer dar pitaco na casa dos outros. a pobreza, fome e desemprego estão é bem aqui no brasil. mas, tem que ser muito corno mesmo, viu.",Negativo
2022-08-03 11:22:34+00:00,1554789821612171264,@marcofeliciano @jairbolsonaro 👏👏👏👏,Bolsonaro,  👏👏👏👏,Neutro
2022-08-03 11:22:33+00:00,1554789817401196544,"@Ricardojotac @Metropoles @jairbolsonaro @LulaOficial Bolsonaro anda lado a lado com Costa Neto, Bob Jeff, Arruda, e tu quer fazer graça? Hahahah me poupe!",Bolsonaro,"    bolsonaro anda lado a lado com costa neto, bob jeff, arruda, e tu quer fazer graça? hahahah me poupe!",Neutro
2022-08-03 11:22:30+00:00,1554789805854277634,sensitiva e eleitora do bolsonaro n combinam amor mude de personalidade,Bolsonaro,sensitiva e eleitora do bolsonaro n combinam amor mude de personalidade,Positivo
